year,profit_per_gambler,visits_per_gambler,ruin_events_per_gambler,active_share_year_end
597,1126.7304,3.14033,0.000708,0.798024
598,1125.7955,3.14053,0.000694,0.798004
599,1126.0501,3.14034,0.000671,0.797991
600,1126.7192,3.14138,0.000655,0.797958
601,1126.8760,3.14263,0.000717,0.797942
602,1126.2728,3.13997,0.000743,0.797914
603,1126.5475,3.14172,0.000631,0.797920
604,1126.3493,3.14068,0.000675,0.797887
605,1126.4101,3.14180,0.000676,0.797848
606,1125.5595,3.13994,0.000679,0.797817
607,1126.9948,3.14125,0.000657,0.797790
608,1125.3628,3.13992,0.000610,0.797771
609,1126.6740,3.14194,0.000683,0.797753
610,1126.2255,3.14026,0.000686,0.797720
611,1127.4966,3.14125,0.000659,0.797687
612,1125.3321,3.13947,0.000659,0.797664
613,1125.5934,3.13838,0.000673,0.797645
614,1125.7189,3.13826,0.000650,0.797636
615,1125.8855,3.13773,0.000690,0.797627
616,1125.8235,3.14024,0.000641,0.797605
617,1125.6432,3.14092,0.000633,0.797596
618,1126.4081,3.14204,0.000683,0.797541
619,1127.2461,3.14260,0.000669,0.797517
620,1125.8932,3.13976,0.000672,0.797508
621,1125.2279,3.13957,0.000673,0.797486
622,1126.7235,3.14306,0.000629,0.797470
623,1126.2266,3.14134,0.000628,0.797460
624,1126.3116,3.13971,0.000657,0.797434
625,1125.0867,3.13863,0.000599,0.797420
626,1125.1372,3.13896,0.000664,0.797411
627,1126.0857,3.13874,0.000707,0.797381
628,1124.6947,3.13952,0.000642,0.797350
629,1125.5881,3.13930,0.000603,0.797318
630,1126.7808,3.14161,0.000677,0.797302
631,1125.5952,3.14055,0.000689,0.797272
632,1125.0442,3.13895,0.000691,0.797258
633,1124.9619,3.13852,0.000606,0.797238
634,1126.2628,3.14041,0.000704,0.797215
635,1125.4643,3.13961,0.000661,0.797188
636,1123.7549,3.13327,0.000702,0.797147
637,1124.7910,3.13773,0.000656,0.797128
638,1126.0429,3.13902,0.000642,0.797095
639,1124.1513,3.13729,0.000649,0.797073
640,1125.4394,3.13892,0.000521,0.797075
641,1124.0125,3.13658,0.000594,0.797061
642,1124.1222,3.13842,0.000647,0.797043
643,1125.2728,3.13821,0.000622,0.797022
644,1123.8187,3.13773,0.000653,0.796975
645,1123.6893,3.13680,0.000663,0.796949
646,1125.5225,3.13863,0.000581,0.796920
647,1124.3516,3.13726,0.000627,0.796923
648,1125.0695,3.13763,0.000542,0.796906
649,1124.7959,3.13847,0.000585,0.796888
650,1123.9244,3.13679,0.000563,0.796862
651,1123.7142,3.13499,0.000606,0.796827
652,1124.1474,3.13756,0.000649,0.796804
653,1124.4285,3.13687,0.000590,0.796798
654,1123.7919,3.13404,0.000574,0.796782
655,1124.0734,3.13627,0.000592,0.796759
656,1124.5957,3.13572,0.000664,0.796729
657,1123.7297,3.13704,0.000622,0.796687
658,1124.0776,3.13616,0.000549,0.796687
659,1122.9592,3.13377,0.000617,0.796647
660,1124.5054,3.13762,0.000544,0.796642
661,1122.7517,3.13438,0.000608,0.796616
662,1123.2143,3.13278,0.000570,0.796586
663,1123.3009,3.13411,0.000547,0.796596
664,1123.5760,3.13481,0.000586,0.796573
665,1123.5506,3.13464,0.000583,0.796554
666,1122.5549,3.13298,0.000546,0.796528
667,1123.0886,3.13341,0.000586,0.796514
668,1123.2624,3.13236,0.000605,0.796475
669,1122.8508,3.13301,0.000570,0.796445
670,1123.1676,3.13718,0.000571,0.796434
671,1123.1866,3.13476,0.000607,0.796429
672,1124.1313,3.13672,0.000563,0.796427
673,1122.7533,3.13304,0.000625,0.796396
674,1123.1904,3.13517,0.000629,0.796360
675,1122.0594,3.13195,0.000598,0.796306
676,1123.3197,3.13298,0.000623,0.796285
677,1123.7974,3.13412,0.000602,0.796277
678,1123.1037,3.13363,0.000561,0.796223
679,1121.7467,3.13224,0.000619,0.796208
680,1122.1398,3.13410,0.000561,0.796181
681,1122.0152,3.13332,0.000578,0.796163
682,1122.4805,3.13344,0.000595,0.796164
683,1123.1926,3.13268,0.000523,0.796158
684,1122.1320,3.13172,0.000586,0.796122
685,1123.7448,3.13455,0.000570,0.796118
686,1122.9842,3.13162,0.000527,0.796107
687,1122.8556,3.13205,0.000529,0.796103
688,1121.8797,3.13229,0.000587,0.796066
689,1122.3804,3.13095,0.000591,0.796034
690,1121.3442,3.13092,0.000549,0.795990
691,1122.2937,3.13336,0.000548,0.795971
692,1122.1752,3.13012,0.000592,0.795943
693,1122.1071,3.13180,0.000553,0.795941
694,1121.6751,3.13105,0.000551,0.795927
695,1121.4988,3.13099,0.000573,0.795909
696,1122.4140,3.13065,0.000473,0.795895
697,1120.9593,3.12771,0.000531,0.795891
698,1121.7388,3.13049,0.000538,0.795862
699,1123.0076,3.13227,0.000534,0.795839
700,1122.6534,3.13286,0.000529,0.795807
701,1121.6635,3.13051,0.000493,0.795785
702,1121.8365,3.13044,0.000526,0.795754
703,1121.7332,3.13202,0.000488,0.795743
704,1122.7073,3.13178,0.000535,0.795721
705,1122.0820,3.13140,0.000543,0.795704
706,1121.5980,3.13062,0.000509,0.795683
707,1122.0657,3.13274,0.000528,0.795667
708,1120.6989,3.12916,0.000595,0.795646
709,1121.5941,3.13126,0.000546,0.795628
710,1122.3199,3.13123,0.000547,0.795615
711,1121.3786,3.13117,0.000522,0.795586
712,1120.3443,3.12986,0.000524,0.795563
713,1120.4729,3.12941,0.000510,0.795541
714,1121.9514,3.12982,0.000546,0.795546
715,1120.2488,3.12817,0.000526,0.795518
716,1121.3374,3.12726,0.000517,0.795497
717,1120.6799,3.12935,0.000524,0.795474
718,1120.5142,3.12973,0.000505,0.795453
719,1120.9564,3.12826,0.000490,0.795453
720,1120.8480,3.12785,0.000559,0.795431
721,1121.4329,3.13050,0.000502,0.795448
722,1120.4204,3.12893,0.000528,0.795411
723,1120.8525,3.12894,0.000594,0.795386
724,1121.2318,3.12821,0.000560,0.795344
725,1121.2608,3.12906,0.000585,0.795326
726,1120.6049,3.12780,0.000458,0.795320
727,1120.9300,3.12861,0.000464,0.795306
728,1120.0752,3.12653,0.000480,0.795294
729,1121.5719,3.13089,0.000528,0.795263
730,1119.4763,3.12615,0.000470,0.795248
731,1120.2478,3.12752,0.000494,0.795227
732,1120.9274,3.13008,0.000488,0.795210
733,1119.8442,3.12797,0.000549,0.795181
734,1120.2196,3.12762,0.000545,0.795168
735,1120.0113,3.12795,0.000520,0.795170
736,1120.1895,3.12692,0.000531,0.795146
737,1119.7546,3.12827,0.000464,0.795150
738,1121.2886,3.12968,0.000544,0.795124
739,1120.6088,3.12846,0.000491,0.795108
740,1120.7265,3.12596,0.000506,0.795076
741,1119.7791,3.12828,0.000511,0.795049
742,1119.7658,3.12650,0.000479,0.795021
743,1120.4219,3.12650,0.000491,0.795012
744,1120.3552,3.12716,0.000547,0.795001
745,1119.7035,3.12786,0.000532,0.794999
746,1119.0672,3.12525,0.000518,0.794965
747,1121.2467,3.12728,0.000534,0.794948
748,1118.9262,3.12432,0.000496,0.794925
749,1119.3218,3.12559,0.000473,0.794893
750,1120.1260,3.12671,0.000488,0.794872
751,1119.9498,3.12700,0.000420,0.794872
752,1118.8494,3.12909,0.000482,0.794859
753,1121.2110,3.12847,0.000489,0.794830
754,1118.6627,3.12464,0.000494,0.794810
755,1119.0977,3.12604,0.000544,0.794766
756,1120.4569,3.12566,0.000504,0.794748
757,1118.1920,3.12370,0.000468,0.794741
758,1118.7930,3.12509,0.000478,0.794724
759,1119.4136,3.12600,0.000487,0.794711
760,1120.0884,3.12854,0.000486,0.794677
761,1120.5567,3.12712,0.000468,0.794659
762,1119.6113,3.12613,0.000561,0.794656
763,1119.5915,3.12551,0.000495,0.794631
764,1119.4668,3.12696,0.000454,0.794634
765,1118.8439,3.12333,0.000488,0.794599
766,1119.7896,3.12459,0.000521,0.794575
767,1120.9133,3.12892,0.000501,0.794554
768,1119.4781,3.12467,0.000542,0.794538
769,1118.6213,3.12382,0.000518,0.794533
770,1118.4083,3.12412,0.000525,0.794528
771,1117.7419,3.12315,0.000467,0.794496
772,1119.3736,3.12603,0.000469,0.794472
773,1119.5528,3.12588,0.000512,0.794456
774,1118.4564,3.12505,0.000501,0.794448
775,1118.9358,3.12332,0.000489,0.794438
776,1117.7477,3.12201,0.000478,0.794432
777,1117.6015,3.12441,0.000505,0.794417
778,1118.8066,3.12478,0.000492,0.794401
779,1118.2056,3.12494,0.000435,0.794395
780,1117.8868,3.12370,0.000482,0.794386
781,1118.2699,3.12337,0.000475,0.794356
782,1118.7966,3.12473,0.000480,0.794332
783,1119.4791,3.12637,0.000496,0.794294
784,1118.5048,3.12574,0.000491,0.794272
785,1118.5154,3.12528,0.000454,0.794243
786,1118.5658,3.12383,0.000456,0.794236
787,1118.3697,3.12359,0.000475,0.794219
788,1119.0504,3.12453,0.000524,0.794175
789,1117.8566,3.12045,0.000439,0.794172
790,1118.0340,3.12235,0.000447,0.794156
791,1117.7302,3.12294,0.000395,0.794153
792,1117.7939,3.12111,0.000454,0.794166
793,1119.4358,3.12633,0.000476,0.794124
794,1118.4047,3.12259,0.000441,0.794101
795,1118.3322,3.12324,0.000455,0.794086
796,1117.4979,3.12281,0.000506,0.794062
797,1117.9949,3.12297,0.000487,0.794055
798,1117.6801,3.12276,0.000482,0.794030
799,1118.1342,3.12432,0.000514,0.794001
800,1118.7118,3.12474,0.000452,0.793994
801,1117.7826,3.12205,0.000464,0.793986
802,1117.9729,3.12223,0.000427,0.793975
803,1117.9375,3.12181,0.000464,0.793950
804,1117.3897,3.12166,0.000465,0.793932
805,1117.7682,3.12105,0.000448,0.793909
806,1117.3335,3.12295,0.000459,0.793892
807,1117.7332,3.12358,0.000416,0.793887
808,1118.1536,3.12407,0.000424,0.793862
809,1117.9294,3.12212,0.000439,0.793843
810,1118.6147,3.12477,0.000435,0.793831
811,1117.6788,3.12046,0.000448,0.793820
812,1117.3476,3.12244,0.000420,0.793806
813,1117.8026,3.12195,0.000492,0.793776
814,1116.6375,3.12215,0.000418,0.793772
815,1117.4069,3.12187,0.000477,0.793758
816,1117.0547,3.11970,0.000470,0.793732
817,1117.4041,3.12176,0.000455,0.793724
818,1117.5834,3.12128,0.000443,0.793727
819,1117.3512,3.12169,0.000449,0.793704
820,1116.7456,3.11870,0.000468,0.793675
821,1118.4068,3.12185,0.000421,0.793665
822,1116.6205,3.12015,0.000415,0.793657
823,1116.7213,3.12054,0.000430,0.793640
824,1115.9784,3.12156,0.000468,0.793605
825,1116.2160,3.11991,0.000439,0.793579
826,1117.2731,3.12051,0.000519,0.793563
827,1117.6948,3.12083,0.000467,0.793543
828,1117.5421,3.12210,0.000442,0.793530
829,1116.4904,3.11951,0.000442,0.793527
830,1117.8972,3.12274,0.000369,0.793511
831,1117.6044,3.12350,0.000467,0.793479
832,1117.0810,3.12211,0.000474,0.793469
833,1116.2894,3.11898,0.000434,0.793438
